0	0	0.02	0.0135301	0.00270603	0.0110565	4.74733	5.10169
1	0	0.1	0.0627306	0.0152522	0.0651106	3.42165	3.60338
2	0	0.16	0.178352	0.0509225	0.160934	3.09347	3.10899
3	0	0.28	0.223862	0.095695	0.197789	2.97476	2.94276
4	0	0.16	0.266913	0.149077	0.226044	2.8919	3.15873
5	0	0.28	0.297663	0.205904	0.256757	2.81698	2.84072
6	0	0.26	0.303813	0.254121	0.276413	2.76811	2.83094
7	0	0.38	0.344403	0.287331	0.316953	2.71429	2.51561
8	0	0.38	0.369004	0.316359	0.331695	2.67444	2.62198
9	0	0.38	0.378844	0.338745	0.35258	2.62429	2.79733
10	0	0.36	0.392374	0.357688	0.364865	2.58199	2.6656
11	0	0.56	0.415744	0.380074	0.390663	2.53621	2.37445
12	0	0.42	0.426814	0.396556	0.406634	2.49102	2.37046
13	0	0.36	0.434194	0.409594	0.418919	2.47089	2.62961
14	0	0.36	0.456335	0.425092	0.420147	2.43948	2.64065
15	0	0.44	0.483395	0.443296	0.436118	2.40293	2.44279
16	0	0.52	0.469865	0.454121	0.432432	2.37525	2.08561
17	0	0.42	0.490775	0.466913	0.443489	2.34574	2.39397
18	0	0.58	0.500615	0.480197	0.470516	2.30684	2.16741
19	0	0.58	0.511685	0.491267	0.461916	2.29594	2.29471
20	0	0.52	0.512915	0.497171	0.477887	2.2587	2.24285
21	0	0.54	0.519065	0.507011	0.47543	2.23518	2.04137
22	0	0.38	0.532595	0.515375	0.479115	2.21736	2.25263
23	0	0.62	0.519065	0.519065	0.492629	2.20578	1.8372
24	0	0.62	0.544895	0.525707	0.5	2.15898	1.92233
25	0	0.52	0.543665	0.531857	0.496314	2.13853	2.15512
26	0	0.6	0.557196	0.539483	0.503685	2.12496	2.02817
27	0	0.5	0.549815	0.542927	0.513514	2.1088	2.13603
28	0	0.64	0.557196	0.550553	0.514742	2.10958	1.87489
29	0	0.54	0.551046	0.551784	0.525798	2.04566	1.96506
30	0	0.58	0.564576	0.555966	0.522113	2.03289	1.95546
31	0	0.62	0.558426	0.556212	0.53317	2.0374	2.03747
32	0	0.52	0.571956	0.56064	0.53317	2.00223	1.99438
33	0	0.52	0.580566	0.565314	0.536855	1.96981	2.18498
34	0	0.6	0.584256	0.571956	0.536855	1.97748	2.04356
35	0	0.64	0.585486	0.576138	0.55774	1.95439	1.92731
36	0	0.62	0.581796	0.580812	0.542998	1.93137	1.70528
37	0	0.72	0.586716	0.583764	0.551597	1.91417	1.69055
38	0	0.54	0.599016	0.587454	0.550369	1.89583	2.09823
39	0	0.62	0.583026	0.587454	0.550369	1.88181	1.68382
40	0	0.52	0.600246	0.59016	0.54914	1.86393	2.07135
41	0	0.6	0.600246	0.59385	0.567568	1.85194	1.94365
42	0	0.64	0.611316	0.59877	0.563882	1.82916	1.8302
43	0	0.64	0.612546	0.601476	0.57371	1.83274	1.77806
44	0	0.6	0.618696	0.60861	0.572482	1.81067	1.8066
45	0	0.7	0.616236	0.611808	0.58231	1.78055	1.62988
46	0	0.56	0.607626	0.613284	0.57371	1.78508	1.75615
47	0	0.68	0.619926	0.615006	0.594595	1.76903	1.71711
48	0	0.76	0.617466	0.61599	0.583538	1.75288	1.4926
49	0	0.72	0.628536	0.617958	0.599509	1.74235	1.54512
50	0	0.7	0.629766	0.620664	0.595823	1.70831	1.51686
51	0	0.7	0.630996	0.625338	0.584767	1.73218	1.4407
52	0	0.64	0.632226	0.627798	0.592138	1.72772	1.59094
53	0	0.7	0.633456	0.630996	0.599509	1.7069	1.41671
54	0	0.74	0.629766	0.631242	0.597052	1.68924	1.43792
55	0	0.86	0.634686	0.632226	0.595823	1.66963	1.22126
56	0	0.68	0.638376	0.633702	0.599509	1.66098	1.50945
57	0	0.74	0.634686	0.634194	0.593366	1.64943	1.362
58	0	0.52	0.645756	0.636654	0.60688	1.65767	1.89049
59	0	0.82	0.645756	0.639852	0.610565	1.64444	1.23632
60	0	0.56	0.639606	0.640836	0.613022	1.63319	1.76666
61	0	0.8	0.644526	0.642066	0.617936	1.61951	1.10009
62	0	0.68	0.644526	0.644034	0.609337	1.61704	1.57025
63	0	0.66	0.643296	0.644034	0.609337	1.59919	1.38426
64	0	0.68	0.650676	0.644526	0.616708	1.57834	1.46716
65	0	0.64	0.638376	0.644526	0.616708	1.56619	1.67039
66	0	0.66	0.643296	0.644526	0.616708	1.5708	1.52056
67	0	0.76	0.654367	0.646002	0.636364	1.5635	1.30468
68	0	0.66	0.661747	0.649692	0.628993	1.54538	1.46607
69	0	0.8	0.655597	0.650677	0.628993	1.53317	1.55269
70	0	0.72	0.655597	0.654121	0.638821	1.53636	1.39353
71	0	0.66	0.655597	0.656581	0.635135	1.52645	1.46511
72	0	0.82	0.658057	0.657319	0.637592	1.51011	1.26269
73	0	0.66	0.655597	0.657319	0.637592	1.51173	1.44611
74	0	0.76	0.665437	0.658057	0.637592	1.51362	1.33295
75	0	0.72	0.658057	0.658549	0.646192	1.49301	1.29264
76	0	0.68	0.659287	0.659287	0.636364	1.49737	1.48239
77	0	0.6	0.661747	0.660025	0.643735	1.47573	1.81288
78	0	0.64	0.660517	0.661009	0.640049	1.4632	1.62979
79	0	0.7	0.665437	0.661009	0.640049	1.47348	1.32844
80	0	0.62	0.672817	0.663961	0.646192	1.47337	1.50435
81	0	0.72	0.664207	0.664945	0.646192	1.45475	1.41457
82	0	0.74	0.676507	0.667897	0.640049	1.45798	1.32097
83	0	0.72	0.671587	0.670111	0.652334	1.43977	1.33603
84	0	0.7	0.677737	0.672571	0.652334	1.45834	1.14268
85	0	0.7	0.671587	0.672571	0.652334	1.44419	1.37669
86	0	0.74	0.666667	0.672817	0.64742	1.42783	1.2674
87	0	0.66	0.678967	0.673309	0.654791	1.42394	1.56961
88	0	0.7	0.678967	0.674785	0.654791	1.41902	1.25863
89	0	0.72	0.682657	0.675769	0.658477	1.4117	1.38908
90	0	0.72	0.675277	0.676507	0.657248	1.41394	1.29653
91	0	0.72	0.680197	0.679213	0.659705	1.39728	1.19577
92	0	0.8	0.681427	0.679705	0.658477	1.40259	1.20756
93	0	0.74	0.669127	0.679705	0.658477	1.38378	1.26634
94	0	0.74	0.677737	0.679705	0.658477	1.37209	1.30065
95	0	0.66	0.685117	0.679705	0.658477	1.36979	1.36924
96	0	0.8	0.681427	0.679705	0.658477	1.36969	1.06648
97	0	0.58	0.686347	0.679951	0.663391	1.3611	1.48697
98	0	0.66	0.688807	0.683887	0.663391	1.35403	1.46725
99	0	0.6	0.691267	0.686593	0.667076	1.35801	1.61719
100	0	0.8	0.703567	0.690283	0.667076	1.35022	0.963143
101	0	0.78	0.699877	0.693973	0.667076	1.33974	1.22746
102	0	0.76	0.688807	0.694465	0.662162	1.3344	1.15371
103	0	0.8	0.704797	0.697663	0.667076	1.33969	0.976983
104	0	0.76	0.681427	0.697663	0.667076	1.32912	1.16469
105	0	0.78	0.683887	0.697663	0.667076	1.3301	0.985383
106	0	0.58	0.696187	0.697663	0.667076	1.31866	1.72614
107	0	0.66	0.704797	0.697663	0.667076	1.31283	1.23533
108	0	0.74	0.698647	0.697663	0.667076	1.31642	1.1568
109	0	0.82	0.696187	0.697663	0.667076	1.30801	0.967093
110	0	0.68	0.699877	0.699139	0.669533	1.2932	1.3109
111	0	0.74	0.701107	0.700123	0.664619	1.29371	1.19042
112	0	0.64	0.710947	0.701353	0.668305	1.30211	1.47287
113	0	0.8	0.702337	0.702091	0.663391	1.27953	1.09772
114	0	0.82	0.707257	0.704305	0.669533	1.30065	1.07257
115	0	0.72	0.702337	0.704797	0.660934	1.2795	1.1223
116	0	0.86	0.717097	0.707995	0.679361	1.28522	0.912102
117	0	0.72	0.713407	0.708487	0.675676	1.28595	1.41653
118	0	0.82	0.712177	0.710455	0.67199	1.26658	1.04137
119	0	0.78	0.717097	0.712423	0.67199	1.27395	1.1062
120	0	0.88	0.712177	0.714391	0.673219	1.26167	0.765957
121	0	0.74	0.710947	0.714391	0.673219	1.25839	1.10825
122	0	0.76	0.722017	0.714883	0.683047	1.25814	1.07924
123	0	0.72	0.708487	0.714883	0.683047	1.24627	1.19505
124	0	0.78	0.728167	0.716359	0.68059	1.24195	1.20576
125	0	0.78	0.713407	0.716605	0.665848	1.23357	1.08485
126	0	0.76	0.715867	0.717589	0.678133	1.23765	1.16627
127	0	0.7	0.722017	0.717589	0.678133	1.22986	1.2274
128	0	0.74	0.728167	0.721525	0.679361	1.24239	1.12142
129	0	0.8	0.717097	0.721525	0.679361	1.22881	1.17906
130	0	0.72	0.713407	0.721525	0.679361	1.22152	1.21385
131	0	0.76	0.720787	0.721525	0.679361	1.22709	1.07364
132	0	0.74	0.736777	0.723247	0.686732	1.21398	1.15943
133	0	0.74	0.731857	0.723985	0.695332	1.2178	1.17128
134	0	0.78	0.724477	0.725461	0.678133	1.21287	1.06105
135	0	0.72	0.728167	0.728413	0.683047	1.21222	0.997433
136	0	0.78	0.733087	0.730873	0.676904	1.20145	1.16495
137	0	0.68	0.720787	0.730873	0.676904	1.20111	1.25607
138	0	0.68	0.733087	0.730873	0.676904	1.19537	1.24661
139	0	0.78	0.726937	0.730873	0.676904	1.19868	1.10924
140	0	0.74	0.723247	0.730873	0.676904	1.18478	1.09082
141	0	0.7	0.725707	0.730873	0.676904	1.18616	1.10195
142	0	0.72	0.723247	0.730873	0.676904	1.18327	1.20547
143	0	0.78	0.741697	0.730873	0.676904	1.17923	0.986459
144	0	0.8	0.740467	0.730873	0.694103	1.17706	0.967398
145	0	0.66	0.738007	0.733825	0.69656	1.17788	1.34666
146	0	0.84	0.739237	0.736531	0.692875	1.16539	0.893693
147	0	0.82	0.733087	0.738499	0.692875	1.15964	0.959305
148	0	0.8	0.747847	0.739729	0.690418	1.15746	0.947353
149	0	0.8	0.736777	0.739729	0.690418	1.155	0.951512
150	0	0.76	0.746617	0.740713	0.707617	1.16085	0.995445
151	0	0.78	0.730627	0.740713	0.707617	1.15079	0.887217
152	0	0.76	0.738007	0.740713	0.707617	1.14647	1.06877
153	0	0.74	0.735547	0.740713	0.707617	1.14989	1.01415
154	0	0.66	0.725707	0.740713	0.707617	1.1527	1.18637
155	0	0.62	0.740467	0.740713	0.707617	1.14889	1.24681
156	0	0.74	0.741697	0.740713	0.707617	1.14445	1.11815
157	0	0.78	0.731857	0.740713	0.707617	1.13932	0.930703
158	0	0.64	0.735547	0.740713	0.707617	1.13557	1.35144
159	0	0.8	0.746617	0.740713	0.707617	1.12472	1.00665
160	0	0.78	0.742927	0.740713	0.707617	1.13278	1.0385
161	0	0.88	0.740467	0.740713	0.707617	1.13281	0.891452
162	0	0.86	0.747847	0.742681	0.713759	1.1237	0.805272
163	0	0.82	0.751538	0.745879	0.70516	1.12781	0.89626
164	0	0.82	0.755228	0.747601	0.708845	1.12551	0.856748
165	0	0.72	0.745387	0.748093	0.700246	1.11339	1.03773
