% # iter+eval+sigma+idxmaxSD+idxminSD+stddev (randomSeed=1653795566, Mon Aug 27 08:38:42 2018)
0	0	3.0000e-01	2	2	0.3	0.3	0.3	0.3	0.3
1	8	2.7447e-01	1	2	0.283676	0.268278	0.268945	0.271799	0.273129
2	16	2.5876e-01	1	3	0.266097	0.259047	0.246411	0.258803	0.252514
3	24	2.5514e-01	5	3	0.254845	0.254316	0.235716	0.248044	0.258228
4	32	2.5991e-01	2	3	0.250428	0.261666	0.239279	0.248512	0.255847
5	40	2.9313e-01	2	4	0.279426	0.303629	0.280493	0.272756	0.296329
6	48	3.2223e-01	3	4	0.313627	0.325405	0.326094	0.295364	0.315678
7	56	3.0544e-01	3	4	0.297066	0.29971	0.30048	0.271395	0.290002
8	64	2.9208e-01	1	4	0.292806	0.276058	0.283745	0.256194	0.268503
9	72	2.8529e-01	1	4	0.28761	0.260887	0.271702	0.252833	0.260794
10	80	2.5494e-01	1	4	0.254255	0.237921	0.236906	0.226896	0.227846
11	88	2.6755e-01	1	5	0.29274	0.247067	0.255985	0.237249	0.232182
12	96	2.3735e-01	1	5	0.2609	0.216802	0.222773	0.20475	0.19896
13	104	2.2436e-01	1	5	0.243825	0.201247	0.212545	0.197224	0.183457
14	112	2.0344e-01	1	5	0.22478	0.185503	0.189185	0.177474	0.162043
15	120	1.9772e-01	1	5	0.227935	0.175444	0.180735	0.170099	0.152947
16	128	1.8840e-01	1	5	0.232105	0.163887	0.168985	0.160437	0.14086
17	136	1.7802e-01	1	5	0.222769	0.149281	0.169742	0.146685	0.128392
18	144	1.5908e-01	1	5	0.196683	0.131424	0.151201	0.129745	0.111379
19	152	1.5053e-01	1	5	0.188707	0.123137	0.141499	0.121008	0.10539
20	160	1.3688e-01	1	5	0.166922	0.10948	0.125839	0.109934	0.0944635
21	168	1.4623e-01	1	5	0.174288	0.11702	0.133837	0.137053	0.101102
22	176	1.5191e-01	1	5	0.176536	0.124282	0.134925	0.141422	0.103511
23	184	1.3537e-01	1	5	0.153444	0.108195	0.116369	0.125292	0.0897128
24	192	1.2354e-01	1	5	0.138192	0.0985949	0.102752	0.110216	0.0794321
25	200	1.0148e-01	1	5	0.112232	0.0788929	0.0819594	0.0872503	0.0636139
26	208	8.9352e-02	1	5	0.0954359	0.0681782	0.0703701	0.0749804	0.0544808
27	216	8.6675e-02	1	5	0.0893321	0.0648807	0.0681988	0.0719039	0.0511762
28	224	8.9948e-02	1	5	0.0897253	0.0659216	0.0717207	0.0752246	0.0514793
29	232	7.7633e-02	1	5	0.0751362	0.0560139	0.0607525	0.0630153	0.0430369
30	240	7.6232e-02	1	5	0.0716329	0.0534415	0.0610226	0.0605309	0.043367
31	248	6.1628e-02	1	5	0.0560956	0.0416476	0.0477813	0.0473712	0.0342853
32	256	5.0634e-02	1	5	0.0445869	0.0333297	0.0380045	0.037595	0.0271128
33	264	4.7596e-02	1	5	0.0405028	0.0315039	0.0349636	0.0343706	0.0252569
34	272	4.6003e-02	1	5	0.0377469	0.0303006	0.0328992	0.0333719	0.0236567
35	280	4.0988e-02	1	5	0.0331552	0.0261748	0.0286713	0.0293344	0.0206486
36	288	4.2426e-02	1	5	0.0336852	0.028344	0.0292143	0.0293971	0.0209911
37	296	4.2620e-02	1	5	0.0328562	0.0282712	0.02887	0.0287012	0.0216313
38	304	3.5463e-02	1	5	0.0265152	0.0230059	0.023207	0.0232178	0.0175618
39	312	3.5009e-02	1	5	0.0258901	0.0222589	0.0231992	0.0223642	0.0167594
40	320	3.3657e-02	1	5	0.024803	0.0208013	0.0217673	0.0208246	0.0159132
41	328	3.2247e-02	1	5	0.0233035	0.0195597	0.0211818	0.0193858	0.0147565
42	336	2.8268e-02	1	5	0.0197757	0.0166635	0.0181554	0.0164842	0.0126401
43	344	2.4622e-02	1	5	0.0167305	0.0145726	0.0156276	0.0142856	0.0106575
44	352	2.3625e-02	1	5	0.0157748	0.0139822	0.0144917	0.0140371	0.00988728
45	360	2.0861e-02	1	5	0.0135805	0.0122347	0.0125283	0.0124001	0.00895323
46	368	1.8889e-02	1	5	0.0122896	0.0108707	0.010975	0.0110017	0.00818253
47	376	1.5253e-02	1	5	0.00967904	0.00851303	0.00854187	0.00864429	0.00640579
48	384	1.4914e-02	1	5	0.00942055	0.00816591	0.0083577	0.00818936	0.00626747
49	392	1.3547e-02	1	5	0.00854724	0.0071564	0.00768651	0.00726736	0.00581156
50	400	1.1540e-02	1	5	0.00704857	0.00587805	0.00635741	0.00603298	0.00482814
51	408	1.0108e-02	1	5	0.00598702	0.00502449	0.005391	0.00524356	0.00422067
52	416	1.0196e-02	1	5	0.00601358	0.00492411	0.00530869	0.00549706	0.00418055
53	424	9.6735e-03	1	5	0.005598	0.00481326	0.00490462	0.00508043	0.00385639
54	432	8.7082e-03	1	5	0.00499898	0.00423067	0.00429979	0.00447529	0.00339681
55	440	8.2695e-03	1	5	0.00461036	0.00409004	0.00399792	0.00425908	0.00320232
56	448	7.5428e-03	1	5	0.00418843	0.00363448	0.00352053	0.00386144	0.00295046
57	456	6.3162e-03	1	5	0.00338699	0.00299231	0.00284365	0.00315184	0.0024802
58	464	5.4837e-03	1	5	0.00283837	0.0025585	0.00243494	0.00268298	0.00209398
59	472	5.4073e-03	1	5	0.00275427	0.00270354	0.00238031	0.00259034	0.00204844
60	480	4.9258e-03	1	5	0.00246089	0.00242184	0.0021035	0.00232322	0.00181284
61	488	3.9259e-03	1	5	0.00189683	0.00186957	0.00162662	0.00179347	0.00140053
62	496	3.8526e-03	1	5	0.0018633	0.00176905	0.00154741	0.00171139	0.0014323
63	504	3.5221e-03	1	5	0.00164852	0.00157741	0.00138573	0.00157067	0.00128367
64	512	3.2956e-03	1	5	0.0015015	0.00144761	0.00126403	0.00147621	0.00117748
65	520	3.1616e-03	1	5	0.00138904	0.00136861	0.0012377	0.00138445	0.00109495
66	528	2.7527e-03	2	5	0.00116857	0.00119261	0.00105673	0.00118562	0.00093687
67	536	2.5393e-03	2	5	0.0010484	0.0010659	0.000963419	0.00105941	0.00083359
68	544	2.2582e-03	2	5	0.000899536	0.000934292	0.000834355	0.000931088	0.000729437
69	552	2.1214e-03	1	5	0.000870469	0.000861825	0.000759565	0.000864718	0.000703685
70	560	1.8986e-03	1	5	0.000786021	0.000745056	0.000663439	0.000749876	0.000614703
71	568	1.6703e-03	1	5	0.000668858	0.000636712	0.000573849	0.000644509	0.000527736
72	576	1.3525e-03	1	5	0.000526962	0.000510146	0.000448387	0.000506804	0.000422903
73	584	1.2560e-03	1	5	0.000472693	0.000461147	0.000408833	0.000466366	0.000384673
74	592	1.3330e-03	2	5	0.000493817	0.000498329	0.000438937	0.000495185	0.000401455
75	600	1.2748e-03	1	5	0.000467804	0.00046483	0.00041677	0.000459616	0.000374537
76	608	1.0972e-03	1	5	0.000399547	0.000388778	0.000356678	0.000383223	0.000315593
77	616	9.5565e-04	1	5	0.000344264	0.00033531	0.000304326	0.000326319	0.000270532
78	624	1.1296e-03	4	5	0.000399401	0.000383115	0.000351603	0.000422475	0.000345267
79	632	1.1786e-03	4	5	0.000403399	0.000409424	0.00036662	0.000451654	0.00035687
80	640	1.0390e-03	4	5	0.000343035	0.000354811	0.000313527	0.000394366	0.000304595
81	648	9.4595e-04	4	5	0.000309043	0.000327488	0.000280918	0.000352668	0.000275695
82	656	7.9871e-04	4	5	0.00025314	0.000274439	0.000233517	0.000288327	0.000229121
83	664	6.7622e-04	4	5	0.000218237	0.000223799	0.000192955	0.000238213	0.000189832
84	672	6.0507e-04	4	5	0.000191603	0.000197755	0.000172927	0.000209553	0.000164274
