% # iter+eval+sigma+0+0+xmean (randomSeed=1653795566, Mon Aug 27 08:38:42 2018)
0	0	3.0000e-01	0	0	0.5	0.5	0.5	0.5	0.5
1	8	2.7447e-01	0	0	0.603081	0.399462	0.342823	0.687894	0.655394
2	16	2.5876e-01	0	0	0.785621	0.496213	0.307211	0.794422	0.67076
3	24	2.5514e-01	0	0	0.748111	0.306866	0.395059	0.734836	0.92498
4	32	2.5991e-01	0	0	0.750991	0.130697	0.202921	0.880284	0.92384
5	40	2.9313e-01	0	0	0.849258	-0.0434391	0.0271062	0.908601	1.13666
6	48	3.2223e-01	0	0	1.06092	0.000656451	-0.237116	1.02035	1.07501
7	56	3.0544e-01	0	0	1.2082	-0.0151106	-0.125771	1.02501	1.09709
8	64	2.9208e-01	0	0	1.34833	0.0209409	-0.260529	1.12424	1.06131
9	72	2.8529e-01	0	0	1.50013	-0.0317851	-0.331216	1.24957	1.23939
10	80	2.5494e-01	0	0	1.27304	-0.129849	-0.405763	1.06567	1.09988
11	88	2.6755e-01	0	0	0.881684	0.0444196	-0.104175	0.902194	1.03794
12	96	2.3735e-01	0	0	1.20819	0.0157747	-0.0851872	0.918227	1.11035
13	104	2.2436e-01	0	0	1.04222	0.111939	-0.00502239	1.08761	1.10749
14	112	2.0344e-01	0	0	1.11143	-0.0988221	-0.0977709	1.14093	1.16734
15	120	1.9772e-01	0	0	0.84432	-0.03812	-0.0386073	1.02879	1.17601
16	128	1.8840e-01	0	0	1.12888	-0.129	-0.0466594	0.94471	1.1317
17	136	1.7802e-01	0	0	0.916055	-0.109248	0.111224	0.942045	1.16037
18	144	1.5908e-01	0	0	0.877349	-0.151026	0.0912799	1.03271	1.12827
19	152	1.5053e-01	0	0	0.710538	-0.0940432	0.178834	0.946003	1.07494
20	160	1.3688e-01	0	0	0.713202	-0.0846558	0.205183	1.03137	1.14371
21	168	1.4623e-01	0	0	0.669693	-0.0268481	0.278777	0.822942	1.07593
22	176	1.5191e-01	0	0	0.701949	-0.168361	0.235505	0.793346	1.15322
23	184	1.3537e-01	0	0	0.790891	-0.125722	0.186572	0.784005	1.11409
24	192	1.2354e-01	0	0	0.67175	-0.0315032	0.215678	0.800321	1.13469
25	200	1.0148e-01	0	0	0.775587	-0.08397	0.190534	0.791617	1.12968
26	208	8.9352e-02	0	0	0.786515	-0.0411724	0.222573	0.817043	1.13311
27	216	8.6675e-02	0	0	0.778277	-0.0864803	0.271242	0.763661	1.13346
28	224	8.9948e-02	0	0	0.779646	-0.0511958	0.313475	0.83627	1.1488
29	232	7.7633e-02	0	0	0.768118	-0.018087	0.265852	0.798157	1.14585
30	240	7.6232e-02	0	0	0.762732	-0.0128299	0.328689	0.776319	1.10397
31	248	6.1628e-02	0	0	0.780528	-0.0225048	0.309199	0.786087	1.12344
32	256	5.0634e-02	0	0	0.782606	-0.00636825	0.296928	0.798008	1.1235
33	264	4.7596e-02	0	0	0.785129	-0.0370021	0.280468	0.780513	1.10516
34	272	4.6003e-02	0	0	0.784149	-0.00830726	0.279879	0.753878	1.11774
35	280	4.0988e-02	0	0	0.766145	-0.00889758	0.278281	0.755456	1.10575
36	288	4.2426e-02	0	0	0.750828	-0.0384001	0.263385	0.768621	1.11717
37	296	4.2620e-02	0	0	0.764306	-0.0348633	0.253069	0.777952	1.09376
38	304	3.5463e-02	0	0	0.774788	-0.0368927	0.258407	0.784694	1.10849
39	312	3.5009e-02	0	0	0.757098	-0.0481591	0.240049	0.788929	1.11036
40	320	3.3657e-02	0	0	0.741068	-0.0466286	0.243263	0.791472	1.10277
41	328	3.2247e-02	0	0	0.757919	-0.0572672	0.224907	0.78271	1.10087
42	336	2.8268e-02	0	0	0.754284	-0.0610479	0.239612	0.791096	1.09812
43	344	2.4622e-02	0	0	0.749299	-0.0472777	0.247451	0.777708	1.09765
44	352	2.3625e-02	0	0	0.757415	-0.0399567	0.246667	0.768413	1.09967
45	360	2.0861e-02	0	0	0.755915	-0.052114	0.248572	0.778427	1.09301
46	368	1.8889e-02	0	0	0.765161	-0.0470528	0.245347	0.78384	1.10116
47	376	1.5253e-02	0	0	0.759445	-0.0512704	0.246014	0.784713	1.09877
48	384	1.4914e-02	0	0	0.766867	-0.0529174	0.239129	0.78115	1.09388
49	392	1.3547e-02	0	0	0.760243	-0.0516935	0.24663	0.785925	1.1014
50	400	1.1540e-02	0	0	0.758224	-0.0500042	0.246838	0.787763	1.09975
51	408	1.0108e-02	0	0	0.758536	-0.0488525	0.24767	0.782439	1.1015
52	416	1.0196e-02	0	0	0.763545	-0.0512313	0.245393	0.778145	1.10202
53	424	9.6735e-03	0	0	0.760791	-0.0556661	0.24484	0.780301	1.10207
54	432	8.7082e-03	0	0	0.763933	-0.0530135	0.246835	0.77802	1.10289
55	440	8.2695e-03	0	0	0.763573	-0.0489808	0.24876	0.777745	1.10053
56	448	7.5428e-03	0	0	0.760865	-0.0507439	0.247977	0.781519	1.09942
57	456	6.3162e-03	0	0	0.762137	-0.0510386	0.247686	0.780863	1.10232
58	464	5.4837e-03	0	0	0.762604	-0.0526241	0.246125	0.782131	1.10159
59	472	5.4073e-03	0	0	0.761896	-0.0487358	0.248012	0.782457	1.10094
60	480	4.9258e-03	0	0	0.760694	-0.0482657	0.248363	0.781525	1.10069
61	488	3.9259e-03	0	0	0.761664	-0.0492179	0.247734	0.781146	1.10045
62	496	3.8526e-03	0	0	0.760217	-0.0490811	0.248021	0.78095	1.09891
63	504	3.5221e-03	0	0	0.760668	-0.0499275	0.248819	0.781951	1.09944
64	512	3.2956e-03	0	0	0.760985	-0.0503175	0.248789	0.780372	1.10018
65	520	3.1616e-03	0	0	0.760967	-0.050616	0.249649	0.780529	1.10031
66	528	2.7527e-03	0	0	0.760882	-0.0496578	0.248838	0.781526	1.09967
67	536	2.5393e-03	0	0	0.760363	-0.049552	0.248215	0.781485	1.09977
68	544	2.2582e-03	0	0	0.760403	-0.0502011	0.248426	0.780913	1.09927
69	552	2.1214e-03	0	0	0.761299	-0.0502498	0.24818	0.78113	1.10022
70	560	1.8986e-03	0	0	0.761561	-0.0502547	0.248516	0.780846	1.09999
71	568	1.6703e-03	0	0	0.761315	-0.0502284	0.248831	0.780569	1.10015
72	576	1.3525e-03	0	0	0.761093	-0.049981	0.248725	0.780853	1.09992
73	584	1.2560e-03	0	0	0.761275	-0.0498362	0.248911	0.781198	1.0999
74	592	1.3330e-03	0	0	0.761308	-0.0502293	0.249235	0.781456	1.10012
75	600	1.2748e-03	0	0	0.76136	-0.0501929	0.249323	0.781467	1.09987
76	608	1.0972e-03	0	0	0.761619	-0.0501453	0.248999	0.781435	1.10002
77	616	9.5565e-04	0	0	0.761721	-0.0503456	0.249039	0.781355	1.10001
78	624	1.1296e-03	0	0	0.761745	-0.050334	0.248913	0.780833	1.0996
79	632	1.1786e-03	0	0	0.761617	-0.0499136	0.249204	0.780713	1.09993
80	640	1.0390e-03	0	0	0.761584	-0.0502404	0.249017	0.780692	1.09993
81	648	9.4595e-04	0	0	0.761648	-0.0499721	0.248966	0.780721	1.09968
82	656	7.9871e-04	0	0	0.761732	-0.0502224	0.248906	0.780866	1.09989
83	664	6.7622e-04	0	0	0.761547	-0.050205	0.248896	0.780804	1.09988
84	672	6.0507e-04	0	0	0.761574	-0.0503427	0.249015	0.780815	1.09986
85	680	5.1498e-04	0	0	0.761505	-0.0502767	0.249059	0.780884	1.09986
86	688	4.8071e-04	0	0	0.761487	-0.0504139	0.249046	0.780913	1.0998
87	696	4.3625e-04	0	0	0.761557	-0.0504119	0.249098	0.780882	1.09993
88	704	4.0400e-04	0	0	0.761516	-0.0503304	0.249001	0.780976	1.09993
89	712	3.6139e-04	0	0	0.761602	-0.0503028	0.24903	0.780985	1.09996
90	720	3.7564e-04	0	0	0.761615	-0.0502093	0.249145	0.780962	1.09998
91	728	4.1362e-04	0	0	0.761579	-0.0501711	0.249245	0.781033	1.10004
92	736	4.6290e-04	0	0	0.761695	-0.050056	0.249298	0.781003	1.10002
93	744	4.9125e-04	0	0	0.761452	-0.0500267	0.249223	0.780973	1.0999
94	752	5.1733e-04	0	0	0.761467	-0.0499687	0.249194	0.781164	1.09992
95	760	4.8724e-04	0	0	0.76143	-0.050015	0.24915	0.781062	1.10001
96	768	4.5069e-04	0	0	0.761595	-0.0499764	0.249148	0.781065	1.10006
