% # iter+eval+sigma+axisratio+fbestever+fitness+fmedian+fworst+mindii+idxmaxSD+maxSD+idxminSD+minSD (randomSeed=1653795566, Mon Aug 27 08:38:42 2018)
20	160	1.3688e-01	2.25e+00	1.524505019633156e+03	2.156168792122188e+03	4.246843150788601e+03	9.645488394539332e+03	6.4928e-01	1	1.2194e+00	5	6.9010e-01
21	168	1.4623e-01	2.25e+00	1.524505019633156e+03	2.075768587968130e+03	3.738063490736979e+03	8.177610625184323e+03	6.3192e-01	1	1.1919e+00	5	6.9140e-01
22	176	1.5191e-01	2.29e+00	1.524505019633156e+03	1.821703838576039e+03	4.889010144472330e+03	9.109432311134022e+03	6.2913e-01	1	1.1621e+00	5	6.8140e-01
23	184	1.3537e-01	2.29e+00	1.141099117852865e+03	1.141099117852865e+03	6.367835401367201e+03	1.221158497661211e+04	6.1324e-01	1	1.1335e+00	5	6.6272e-01
24	192	1.2354e-01	2.26e+00	7.949291551418640e+02	7.949291551418640e+02	3.646198287622243e+03	7.535064060822667e+03	6.0147e-01	1	1.1186e+00	5	6.4296e-01
25	200	1.0148e-01	2.26e+00	7.275840759343788e+02	7.275840759343788e+02	2.025609209104410e+03	6.663063951127701e+03	5.9088e-01	1	1.1059e+00	5	6.2684e-01
26	208	8.9352e-02	2.27e+00	6.008092170252932e+02	6.008092170252932e+02	1.962179420122292e+03	3.755599536401946e+03	5.7623e-01	1	1.0681e+00	5	6.0973e-01
27	216	8.6675e-02	2.24e+00	5.453623327742391e+02	5.453623327742391e+02	1.286162419096178e+03	2.490497267198565e+03	5.6186e-01	1	1.0307e+00	5	5.9044e-01
28	224	8.9948e-02	2.21e+00	5.453623327742391e+02	8.890432682421749e+02	1.486815023153318e+03	2.145298548031159e+03	5.5138e-01	1	9.9752e-01	5	5.7232e-01
29	232	7.7633e-02	2.22e+00	5.108647145449536e+02	5.108647145449536e+02	1.417294838904814e+03	2.816202227395002e+03	5.3208e-01	1	9.6783e-01	5	5.5436e-01
30	240	7.6232e-02	2.19e+00	5.108647145449536e+02	8.006118508593179e+02	1.202057366012410e+03	2.252604560476885e+03	5.2162e-01	1	9.3967e-01	5	5.6888e-01
31	248	6.1628e-02	2.17e+00	5.108647145449536e+02	5.335626074201059e+02	1.148220821526309e+03	2.470539546747299e+03	5.2003e-01	1	9.1023e-01	5	5.5633e-01
32	256	5.0634e-02	2.16e+00	5.108647145449536e+02	5.884399447950501e+02	9.737496557505031e+02	1.318219845241190e+03	5.0530e-01	1	8.8058e-01	5	5.3547e-01
33	264	4.7596e-02	2.17e+00	3.434042086504326e+02	3.434042086504326e+02	7.201246382762561e+02	9.744414468033495e+02	4.8598e-01	1	8.5098e-01	5	5.3066e-01
34	272	4.6003e-02	2.10e+00	3.434042086504326e+02	4.861585482994174e+02	6.332188812697185e+02	9.810398303512241e+02	4.8473e-01	1	8.2052e-01	5	5.1424e-01
35	280	4.0988e-02	2.07e+00	3.434042086504326e+02	5.317588809218067e+02	7.252675455895577e+02	1.528753428544026e+03	4.7624e-01	1	8.0890e-01	5	5.0377e-01
36	288	4.2426e-02	2.06e+00	3.434042086504326e+02	3.870588226855722e+02	5.547253490390721e+02	6.987704003469750e+02	4.6819e-01	1	7.9397e-01	5	4.9477e-01
37	296	4.2620e-02	2.05e+00	3.434042086504326e+02	3.606248896844589e+02	6.405446565817267e+02	9.354411130125767e+02	4.5457e-01	1	7.7090e-01	5	5.0754e-01
38	304	3.5463e-02	1.87e+00	3.434042086504326e+02	3.605239482139412e+02	4.316689518383009e+02	5.166699851543167e+02	4.8592e-01	1	7.4769e-01	5	4.9522e-01
39	312	3.5009e-02	1.88e+00	3.434042086504326e+02	3.636573258967728e+02	4.019046028305341e+02	4.930996923049788e+02	4.7192e-01	1	7.3953e-01	5	4.7872e-01
40	320	3.3657e-02	1.89e+00	3.434042086504326e+02	3.587309207407353e+02	4.345661253843132e+02	7.206002864205414e+02	4.5649e-01	1	7.3694e-01	5	4.7281e-01
41	328	3.2247e-02	1.86e+00	3.434042086504326e+02	3.565844885698751e+02	4.365159521964083e+02	5.274471466667409e+02	4.5094e-01	1	7.2266e-01	5	4.5761e-01
42	336	2.8268e-02	1.92e+00	3.422496811579925e+02	3.422496811579925e+02	3.816861869238105e+02	5.416395763590752e+02	4.3577e-01	1	6.9957e-01	5	4.4714e-01
43	344	2.4622e-02	1.90e+00	3.382374267043344e+02	3.382374267043344e+02	4.068532558056400e+02	4.933983552967943e+02	4.2717e-01	1	6.7948e-01	5	4.3284e-01
44	352	2.3625e-02	1.95e+00	3.382374267043344e+02	3.546580743217829e+02	3.812070497447756e+02	5.847099104334616e+02	4.1347e-01	1	6.6770e-01	5	4.1850e-01
45	360	2.0861e-02	1.95e+00	3.382374267043344e+02	3.554483651654450e+02	3.651832667641888e+02	3.957936680147857e+02	3.9988e-01	1	6.5101e-01	5	4.2919e-01
46	368	1.8889e-02	1.87e+00	3.353346564386193e+02	3.353346564386193e+02	3.510361734968126e+02	3.620674697399081e+02	4.0438e-01	1	6.5062e-01	5	4.3319e-01
47	376	1.5253e-02	1.89e+00	3.294247849414079e+02	3.294247849414079e+02	3.490554330750124e+02	3.629483377284724e+02	3.9442e-01	1	6.3458e-01	5	4.1998e-01
48	384	1.4914e-02	1.88e+00	3.294247849414079e+02	3.342469078288825e+02	3.391407608573482e+02	3.540479439885000e+02	3.8200e-01	1	6.3168e-01	5	4.2025e-01
49	392	1.3547e-02	1.86e+00	3.294247849414079e+02	3.308174475447842e+02	3.384271582610099e+02	3.532163420954960e+02	3.8424e-01	1	6.3092e-01	5	4.2898e-01
50	400	1.1540e-02	1.83e+00	3.273125684933594e+02	3.273125684933594e+02	3.334554291448559e+02	3.551892840363568e+02	3.9068e-01	1	6.1079e-01	5	4.1838e-01
51	408	1.0108e-02	1.81e+00	3.251177225883270e+02	3.251177225883270e+02	3.340896776731095e+02	3.440108185074295e+02	3.8333e-01	1	5.9233e-01	5	4.1758e-01
52	416	1.0196e-02	1.79e+00	3.251177225883270e+02	3.257841301735562e+02	3.317210008744808e+02	3.340326767374913e+02	3.7746e-01	1	5.8978e-01	5	4.1001e-01
53	424	9.6735e-03	1.77e+00	3.251177225883270e+02	3.287471531454044e+02	3.314728817015313e+02	3.360904359308620e+02	3.7651e-01	1	5.7869e-01	5	3.9865e-01
54	432	8.7082e-03	1.73e+00	3.251177225883270e+02	3.266133841062882e+02	3.320055233386445e+02	3.415531993835856e+02	3.7399e-01	1	5.7406e-01	5	3.9007e-01
55	440	8.2695e-03	1.71e+00	3.251177225883270e+02	3.269978057431040e+02	3.282058219150988e+02	3.323169292856713e+02	3.6587e-01	1	5.5751e-01	5	3.8724e-01
56	448	7.5428e-03	1.66e+00	3.251177225883270e+02	3.255602682597000e+02	3.276036233936931e+02	3.319855021109340e+02	3.6746e-01	1	5.5529e-01	5	3.9116e-01
57	456	6.3162e-03	1.68e+00	3.251177225883270e+02	3.251232841702404e+02	3.307087811799997e+02	3.316295454601087e+02	3.5750e-01	1	5.3624e-01	5	3.9267e-01
58	464	5.4837e-03	1.67e+00	3.251177225883270e+02	3.255028429205750e+02	3.274243787806518e+02	3.314340865622763e+02	3.4885e-01	1	5.1760e-01	5	3.8185e-01
59	472	5.4073e-03	1.65e+00	3.251177225883270e+02	3.251834966374936e+02	3.267583779638339e+02	3.273028302520365e+02	3.4100e-01	1	5.0936e-01	5	3.7883e-01
60	480	4.9258e-03	1.74e+00	3.249158068029013e+02	3.249158068029013e+02	3.259042706547422e+02	3.274024916236393e+02	3.3079e-01	1	4.9959e-01	5	3.6803e-01
61	488	3.9259e-03	1.78e+00	3.245080096051263e+02	3.245080096051263e+02	3.255581505248820e+02	3.260728339921069e+02	3.1942e-01	1	4.8316e-01	5	3.5675e-01
62	496	3.8526e-03	1.78e+00	3.245080096051263e+02	3.247281314856992e+02	3.251401378309012e+02	3.253365915727592e+02	3.1022e-01	1	4.8365e-01	5	3.7177e-01
63	504	3.5221e-03	1.81e+00	3.245080096051263e+02	3.245629211320814e+02	3.253993791492187e+02	3.258699793065282e+02	3.0103e-01	1	4.6805e-01	5	3.6446e-01
64	512	3.2956e-03	1.75e+00	3.245080096051263e+02	3.245380968923513e+02	3.249826588373668e+02	3.254153528772413e+02	3.0031e-01	1	4.5560e-01	5	3.5728e-01
65	520	3.1616e-03	1.75e+00	3.245080096051263e+02	3.246800267008645e+02	3.248600087580410e+02	3.250401607956525e+02	2.9237e-01	1	4.3934e-01	5	3.4632e-01
66	528	2.7527e-03	1.70e+00	3.245080096051263e+02	3.245860890824126e+02	3.248114944038472e+02	3.250997660150653e+02	2.9119e-01	2	4.3325e-01	5	3.4035e-01
67	536	2.5393e-03	1.69e+00	3.245080096051263e+02	3.245733161397679e+02	3.246938205968044e+02	3.248640956098275e+02	2.8421e-01	2	4.1976e-01	5	3.2828e-01
68	544	2.2582e-03	1.63e+00	3.245080096051263e+02	3.246235454965421e+02	3.247861138493045e+02	3.249523969761119e+02	2.8475e-01	2	4.1374e-01	5	3.2302e-01
69	552	2.1214e-03	1.59e+00	3.245080096051263e+02	3.245474211993142e+02	3.246448308388744e+02	3.249277707898590e+02	2.8104e-01	1	4.1033e-01	5	3.3171e-01
70	560	1.8986e-03	1.65e+00	3.244917497454040e+02	3.244917497454040e+02	3.245923528122391e+02	3.248925542338287e+02	2.7672e-01	1	4.1400e-01	5	3.2377e-01
71	568	1.6703e-03	1.60e+00	3.244638448405843e+02	3.244638448405843e+02	3.245562524621420e+02	3.247811061433712e+02	2.8155e-01	1	4.0044e-01	5	3.1595e-01
72	576	1.3525e-03	1.59e+00	3.244638448405843e+02	3.244902845492097e+02	3.245138918131638e+02	3.246730108269253e+02	2.7355e-01	1	3.8962e-01	5	3.1268e-01
73	584	1.2560e-03	1.60e+00	3.244444891835382e+02	3.244444891835382e+02	3.245061382697025e+02	3.245661603427112e+02	2.6550e-01	1	3.7634e-01	5	3.0626e-01
74	592	1.3330e-03	1.53e+00	3.244444891835382e+02	3.244724984652247e+02	3.245202918112761e+02	3.245739854019612e+02	2.6823e-01	2	3.7384e-01	5	3.0117e-01
75	600	1.2748e-03	1.54e+00	3.244444891835382e+02	3.244514853884435e+02	3.245318949727173e+02	3.246086765298633e+02	2.6155e-01	1	3.6695e-01	5	2.9379e-01
76	608	1.0972e-03	1.52e+00	3.244444891835382e+02	3.244501273577512e+02	3.245145441203372e+02	3.245909013209308e+02	2.6253e-01	1	3.6416e-01	5	2.8764e-01
77	616	9.5565e-04	1.55e+00	3.244444891835382e+02	3.244512397827057e+02	3.245180029989302e+02	3.245926107693726e+02	2.5583e-01	1	3.6024e-01	5	2.8309e-01
78	624	1.1296e-03	1.53e+00	3.244392874098792e+02	3.244392874098792e+02	3.244765125429465e+02	3.245404857399329e+02	2.5445e-01	4	3.7399e-01	5	3.0564e-01
79	632	1.1786e-03	1.55e+00	3.244392874098792e+02	3.244580767998150e+02	3.244962064946207e+02	3.245113628073152e+02	2.5759e-01	4	3.8321e-01	5	3.0279e-01
80	640	1.0390e-03	1.58e+00	3.244392874098792e+02	3.244669085137071e+02	3.244894484154696e+02	3.245498642010827e+02	2.5057e-01	4	3.7956e-01	5	2.9316e-01
81	648	9.4595e-04	1.61e+00	3.244392874098792e+02	3.244512730595846e+02	3.244911509412468e+02	3.245336699136332e+02	2.4271e-01	4	3.7282e-01	5	2.9145e-01
82	656	7.9871e-04	1.61e+00	3.244392874098792e+02	3.244399483890198e+02	3.244802453870673e+02	3.245126972345744e+02	2.4135e-01	4	3.6099e-01	5	2.8686e-01
83	664	6.7622e-04	1.62e+00	3.244227712858552e+02	3.244227712858552e+02	3.244726689479469e+02	3.245030174808861e+02	2.3625e-01	4	3.5227e-01	5	2.8073e-01
84	672	6.0507e-04	1.62e+00	3.244227712858552e+02	3.244467403678012e+02	3.244833945635380e+02	3.245126312257013e+02	2.3050e-01	4	3.4633e-01	5	2.7150e-01
85	680	5.1498e-04	1.61e+00	3.244227712858552e+02	3.244334291342775e+02	3.244789634855513e+02	3.245020378145560e+02	2.2752e-01	4	3.3970e-01	5	2.6323e-01
86	688	4.8071e-04	1.62e+00	3.244227712858552e+02	3.244453172659131e+02	3.244804454648872e+02	3.245012834779409e+02	2.2303e-01	4	3.3015e-01	5	2.5754e-01
87	696	4.3625e-04	1.59e+00	3.244227712858552e+02	3.244277388876203e+02	3.244699329167155e+02	3.245049930916686e+02	2.2026e-01	4	3.4388e-01	5	2.5903e-01
88	704	4.0400e-04	1.65e+00	3.244227712858552e+02	3.244430484429755e+02	3.244583087635906e+02	3.245119492062404e+02	2.1731e-01	4	3.4449e-01	5	2.5449e-01
89	712	3.6139e-04	1.62e+00	3.244227712858552e+02	3.244431552561285e+02	3.244637852440815e+02	3.244918389701706e+02	2.1779e-01	4	3.3745e-01	5	2.4800e-01
90	720	3.7564e-04	1.65e+00	3.244227712858552e+02	3.244454415513495e+02	3.244635576274322e+02	3.244942149341555e+02	2.1053e-01	4	3.2959e-01	5	2.4670e-01
91	728	4.1362e-04	1.61e+00	3.244227712858552e+02	3.244319012843642e+02	3.244430355140897e+02	3.244931747166684e+02	2.1005e-01	4	3.2570e-01	5	2.5060e-01
92	736	4.6290e-04	1.74e+00	3.244227712858552e+02	3.244598944777675e+02	3.244644987976367e+02	3.244999707845015e+02	2.0883e-01	2	3.3572e-01	5	2.4273e-01
93	744	4.9125e-04	1.85e+00	3.244227712858552e+02	3.244383064666332e+02	3.244730091936952e+02	3.244792781066539e+02	2.0609e-01	2	3.3069e-01	5	2.4948e-01
94	752	5.1733e-04	1.90e+00	3.244227712858552e+02	3.244266234345737e+02	3.244587358881892e+02	3.244927952141192e+02	1.9854e-01	4	3.2957e-01	5	2.5252e-01
95	760	4.8724e-04	1.95e+00	3.244179110107927e+02	3.244179110107927e+02	3.244599243918678e+02	3.244750195225715e+02	1.9393e-01	4	3.2235e-01	5	2.4898e-01
96	768	4.5069e-04	1.81e+00	3.244179110107927e+02	3.244305549390139e+02	3.244605754283326e+02	3.244847646826148e+02	2.0269e-01	1	3.3583e-01	5	2.4813e-01
97	776	4.1836e-04	1.83e+00	3.244179110107927e+02	3.244525061172868e+02	3.244681545814024e+02	3.244984006539341e+02	1.9726e-01	1	3.2884e-01	5	2.4135e-01
98	784	3.7542e-04	1.84e+00	3.244179110107927e+02	3.244457954777432e+02	3.244681115777196e+02	3.245003346701635e+02	1.9184e-01	1	3.2205e-01	5	2.3519e-01
99	792	3.4547e-04	1.83e+00	3.244179110107927e+02	3.244606104787998e+02	3.244747718938767e+02	3.244907181791489e+02	1.8870e-01	1	3.1636e-01	5	2.3600e-01
100	800	3.4470e-04	1.87e+00	3.244179110107927e+02	3.244540340236899e+02	3.244908397779998e+02	3.244998762126958e+02	1.8537e-01	2	3.1383e-01	5	2.3300e-01
101	808	3.6696e-04	1.87e+00	3.244179110107927e+02	3.244489736535202e+02	3.244783494761011e+02	3.244892939355582e+02	1.7861e-01	2	3.1726e-01	5	2.3829e-01
102	816	3.9047e-04	1.78e+00	3.244179110107927e+02	3.244380035958927e+02	3.244609267229260e+02	3.244917266651141e+02	1.8822e-01	2	3.2206e-01	5	2.4260e-01
103	824	3.9825e-04	1.95e+00	3.244159421398486e+02	3.244159421398486e+02	3.244527847753660e+02	3.244798030362676e+02	1.8931e-01	2	3.2826e-01	5	2.3634e-01
104	832	4.0848e-04	2.05e+00	3.244159421398486e+02	3.244413402045573e+02	3.244564204822008e+02	3.244811242358707e+02	1.8364e-01	2	3.4281e-01	5	2.3518e-01
105	840	3.7951e-04	2.15e+00	3.244159421398486e+02	3.244267511693436e+02	3.244731337333383e+02	3.244853639116259e+02	1.8087e-01	2	3.4157e-01	5	2.3071e-01
106	848	4.3974e-04	2.27e+00	3.244159421398486e+02	3.244270042778815e+02	3.244667283401658e+02	3.244891299021000e+02	1.7503e-01	2	3.5183e-01	5	2.2791e-01
107	856	4.4665e-04	2.15e+00	3.244159421398486e+02	3.244414678589355e+02	3.244614478887983e+02	3.245001792613155e+02	1.8111e-01	2	3.5753e-01	5	2.2592e-01
108	864	4.2434e-04	2.19e+00	3.244159421398486e+02	3.244373456707266e+02	3.244533593905267e+02	3.244950274884295e+02	1.7887e-01	2	3.6249e-01	5	2.2330e-01
109	872	3.6875e-04	2.27e+00	3.244159421398486e+02	3.244278016908402e+02	3.244724321907667e+02	3.244925745434621e+02	1.7502e-01	2	3.5151e-01	5	2.1568e-01
110	880	3.5119e-04	2.25e+00	3.244159421398486e+02	3.244472781771263e+02	3.244668803584604e+02	3.245037861052592e+02	1.7081e-01	2	3.4385e-01	5	2.1686e-01
111	888	3.2226e-04	2.16e+00	3.244159421398486e+02	3.244442152871974e+02	3.244560819367435e+02	3.245027931006703e+02	1.7556e-01	2	3.3471e-01	5	2.1335e-01
112	896	3.3404e-04	2.05e+00	3.244159421398486e+02	3.244372875528334e+02	3.244601620242000e+02	3.244816559206956e+02	1.7859e-01	2	3.9758e-01	5	2.1152e-01
113	904	3.2084e-04	2.49e+00	3.244093537485341e+02	3.244093537485341e+02	3.244687477702234e+02	3.244968024535846e+02	1.7521e-01	2	3.8663e-01	5	2.0433e-01
114	912	3.5452e-04	2.51e+00	3.244093537485341e+02	3.244532079225448e+02	3.244821354595622e+02	3.245038461502326e+02	1.6977e-01	2	3.8088e-01	5	2.0536e-01
115	920	3.4373e-04	2.51e+00	3.244093537485341e+02	3.244491477816738e+02	3.244872760401654e+02	3.245005667708044e+02	1.6502e-01	2	3.8588e-01	5	2.0125e-01
116	928	3.1037e-04	2.57e+00	3.244093537485341e+02	3.244633399786111e+02	3.244795177808039e+02	3.244936261030884e+02	1.6039e-01	2	3.8693e-01	5	2.0199e-01
117	936	2.8436e-04	2.57e+00	3.244093537485341e+02	3.244261396031511e+02	3.244667924379431e+02	3.245185489750697e+02	1.6180e-01	2	3.8492e-01	5	2.0046e-01
118	944	2.5614e-04	2.62e+00	3.244093537485341e+02	3.244528398471135e+02	3.244670637445108e+02	3.245129667877439e+02	1.5920e-01	2	3.7763e-01	5	1.9504e-01
119	952	2.9914e-04	2.56e+00	3.244093537485341e+02	3.244479112407315e+02	3.244687871698659e+02	3.244961985630057e+02	1.5877e-01	2	3.8529e-01	5	1.9005e-01
120	960	3.0722e-04	2.79e+00	3.244093537485341e+02	3.244382134940715e+02	3.244706526201689e+02	3.244957756112856e+02	1.5565e-01	2	3.7227e-01	5	1.8343e-01
121	968	2.4559e-04	2.81e+00	3.244093537485341e+02	3.244287651956188e+02	3.244761626323931e+02	3.245016905186654e+02	1.5210e-01	2	3.6377e-01	5	1.7946e-01
122	976	2.1874e-04	2.84e+00	3.244093537485341e+02	3.244539576966177e+02	3.244779038053908e+02	3.244926004264404e+02	1.4973e-01	4	3.5507e-01	5	1.7596e-01
123	984	2.0072e-04	2.86e+00	3.244093537485341e+02	3.244500610198218e+02	3.244619465392974e+02	3.244946903007827e+02	1.4526e-01	2	3.5741e-01	5	1.7016e-01
124	992	1.7610e-04	2.80e+00	3.244093537485341e+02	3.244405828206144e+02	3.244856482920949e+02	3.244935356888514e+02	1.4827e-01	2	3.5181e-01	5	1.6822e-01
125	1000	1.4538e-04	2.84e+00	3.244093537485341e+02	3.244495688776552e+02	3.244787678786581e+02	3.244987421595564e+02	1.4381e-01	2	3.4380e-01	5	1.6326e-01
126	1008	1.4239e-04	2.89e+00	3.244093537485341e+02	3.244356658278068e+02	3.244703999183758e+02	3.244846935148260e+02	1.3855e-01	2	3.5685e-01	5	1.5737e-01
127	1016	1.3205e-04	3.17e+00	3.244093537485341e+02	3.244428815412932e+02	3.244629842982564e+02	3.244947586485825e+02	1.3368e-01	2	3.4563e-01	5	1.6520e-01
128	1024	1.3997e-04	2.95e+00	3.244093537485341e+02	3.244404139450797e+02	3.244625374254109e+02	3.244965813696796e+02	1.4029e-01	2	3.4958e-01	5	1.6372e-01
129	1032	1.4344e-04	2.84e+00	3.244093537485341e+02	3.244409407883992e+02	3.244731588476325e+02	3.244993425668332e+02	1.4751e-01	2	3.5084e-01	5	1.6467e-01
130	1040	1.4615e-04	2.85e+00	3.244093537485341e+02	3.244630478627134e+02	3.244767482041563e+02	3.245121150321459e+02	1.4981e-01	2	3.4432e-01	5	1.6742e-01
131	1048	1.4666e-04	2.79e+00	3.244093537485341e+02	3.244496028373173e+02	3.244708521009255e+02	3.245003648675709e+02	1.4926e-01	4	3.3801e-01	5	1.7277e-01
132	1056	1.5166e-04	2.84e+00	3.244093537485341e+02	3.244379176744415e+02	3.244748802192421e+02	3.244953919401149e+02	1.4512e-01	2	3.3539e-01	5	1.8152e-01
133	1064	1.4743e-04	2.61e+00	3.244093537485341e+02	3.244417510569701e+02	3.244720360705194e+02	3.244994335536866e+02	1.5728e-01	2	3.3249e-01	5	1.7636e-01
134	1072	1.4022e-04	2.65e+00	3.244093537485341e+02	3.244492917909932e+02	3.244604534790592e+02	3.245028152911261e+02	1.5323e-01	4	3.3285e-01	5	1.7553e-01
135	1080	1.2918e-04	2.72e+00	3.244093537485341e+02	3.244286851890305e+02	3.244571254259025e+02	3.244741545057688e+02	1.5212e-01	4	3.3100e-01	5	1.7145e-01
136	1088	1.1026e-04	2.76e+00	3.244093537485341e+02	3.244453103991609e+02	3.244691547462976e+02	3.244803084244915e+02	1.4829e-01	4	3.2179e-01	5	1.6765e-01
137	1096	9.9347e-05	2.66e+00	3.244093537485341e+02	3.244470414129699e+02	3.244837972914976e+02	3.245041888485238e+02	1.4897e-01	4	3.1158e-01	5	1.6277e-01
138	1104	9.9816e-05	2.63e+00	3.244093537485341e+02	3.244424524637392e+02	3.244606935619566e+02	3.245021514027207e+02	1.4515e-01	2	3.1748e-01	5	1.6094e-01
139	1112	9.3071e-05	2.83e+00	3.244093537485341e+02	3.244527359914793e+02	3.244697554024465e+02	3.244985450250319e+02	1.4168e-01	2	3.1228e-01	5	1.5938e-01
140	1120	9.2738e-05	2.72e+00	3.244093537485341e+02	3.244482436380185e+02	3.244728734452056e+02	3.245029153790293e+02	1.4322e-01	4	3.0968e-01	5	1.6315e-01
141	1128	1.1041e-04	2.65e+00	3.244093537485341e+02	3.244705746559093e+02	3.244761479153493e+02	3.244941014331690e+02	1.4861e-01	4	3.3645e-01	5	1.7033e-01
142	1136	1.1785e-04	2.81e+00	3.244093537485341e+02	3.244355393561075e+02	3.244655370119093e+02	3.244950314984050e+02	1.4865e-01	4	3.4948e-01	5	1.6703e-01
143	1144	1.3206e-04	2.96e+00	3.244093537485341e+02	3.244481158777604e+02	3.244788205379755e+02	3.245086827990638e+02	1.4352e-01	4	3.4754e-01	5	1.6298e-01
144	1152	1.3537e-04	2.94e+00	3.244093537485341e+02	3.244371297151047e+02	3.244605950968976e+02	3.244795145683609e+02	1.4057e-01	4	3.4719e-01	5	1.5955e-01
145	1160	1.3294e-04	2.95e+00	3.244093537485341e+02	3.244429454215043e+02	3.244663262143440e+02	3.244855107987323e+02	1.3798e-01	4	3.4068e-01	5	1.5600e-01
146	1168	1.2323e-04	3.00e+00	3.244093537485341e+02	3.244607873070474e+02	3.244736206029685e+02	3.244908033303918e+02	1.3407e-01	4	3.4494e-01	5	1.5247e-01
147	1176	1.2475e-04	3.13e+00	3.244093537485341e+02	3.244439882783495e+02	3.244644285811697e+02	3.244909309719280e+02	1.3317e-01	4	3.3219e-01	5	1.5414e-01
148	1184	1.1637e-04	3.10e+00	3.244093537485341e+02	3.244407962840785e+02	3.244939299856187e+02	3.245058216928599e+02	1.3084e-01	4	3.4033e-01	5	1.5409e-01
149	1192	1.0273e-04	3.20e+00	3.244093537485341e+02	3.244408968548452e+02	3.244723301730561e+02	3.244829548259295e+02	1.2830e-01	4	3.3904e-01	5	1.4841e-01
150	1200	8.9984e-05	3.22e+00	3.244093537485341e+02	3.244563837732521e+02	3.244773493653983e+02	3.244959233332678e+02	1.2791e-01	4	3.3066e-01	5	1.4513e-01
151	1208	7.8904e-05	3.17e+00	3.244093537485341e+02	3.244421564706747e+02	3.244645753357167e+02	3.244836793373390e+02	1.2665e-01	4	3.2600e-01	5	1.4390e-01
