0.000000	1.000000	0.000000	1.000000	1.000000	62065.07780000000	22788.17919132107	-0.35556461713
0.000000	0.000000	1.000000	1.000000	1.000000	48013.07780000001	22788.17919132107	-2.07092301403
0.000000	0.000000	0.000000	1.000000	0.241873	47750.38877660364	22788.17919132107	-4.81261672861
0.000000	0.000000	0.131153	0.000000	1.000000	48485.08179956065	22788.17919132107	-8.35140614040
1.000000	0.000000	0.142193	1.000000	1.000000	4969.91447805084	4969.91447805084	-10.82974194476
1.000000	0.021183	0.159736	1.000000	1.000000	4726.12937032374	4726.12937032374	-3.83357894916
1.000000	0.135014	0.261676	1.000000	1.000000	4457.94014836491	4457.94014836491	1.50884366377
1.000000	0.133267	0.181672	1.000000	1.000000	4624.01453950559	4457.94014836491	6.11113173861
1.000000	0.079497	0.240632	1.000000	1.000000	4303.42158165857	4303.42158165857	9.44666059330
1.000000	0.075828	0.243858	1.000000	1.000000	4300.41103819956	4300.41103819956	16.19727986378
1.000000	0.073784	0.249573	1.000000	1.000000	4299.14303057941	4299.14303057941	25.44267799284
1.000000	0.073277	0.248940	1.000000	1.000000	4299.11812591420	4299.11812591420	34.80403222445
1.000000	0.073591	0.248783	1.000000	1.000000	4299.12259099921	4299.11812591420	48.08083085547
1.000000	0.073286	0.248943	1.000000	1.000000	4299.11810995653	4299.11810995653	61.57789650692
1.000000	0.073377	0.248906	1.000000	1.000000	4299.11841425792	4299.11810995653	75.06246540918
1.000000	0.073287	0.248944	1.000000	1.000000	4299.11810851040	4299.11810851040	88.59206544461
1.000000	0.073291	0.248947	1.000000	1.000000	4299.11810378634	4299.11810378634	102.12221963838
1.000000	0.073292	0.248945	1.000000	1.000000	4299.11810386811	4299.11810378634	115.66348077390
1.000000	0.073286	0.248945	1.000000	1.000000	4299.11810862231	4299.11810378634	129.21131167986
1.000000	0.073323	0.248963	1.000000	1.000000	4299.11812725407	4299.11810378634	142.76295691950
1.000000	0.073289	0.248944	1.000000	1.000000	4299.11810616614	4299.11810378634	156.32105305671
1.000000	0.073292	0.248941	1.000000	1.000000	4299.11810561119	4299.11810378634	169.87842003496
1.000000	0.073494	0.249124	1.000000	1.000000	4299.12081816006	4299.11810378634	183.43800267556
1.000000	0.073291	0.248940	1.000000	1.000000	4299.11810713338	4299.11810378634	196.98159164239
